Country Name,Country Code,Series Name,Series Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Austria,AUT,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2935.81860351563,3073.4921875,3288.0732421875,3381.65991210938,3592.13647460938,3760.60302734375,4024.80249023438,4189.25244140625,4299.49169921875,4465.6591796875,4750.58154296875,4945.44970703125,5082.537109375,5206.01708984375,5404.4658203125,5617.396484375
Azerbaijan,AZE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,159.831451416016,289.543243408203,392.5810546875,523.779174804688,556.654235839844,572.248596191406,555.371276855469,776.980041503906,746.712707519531,712.294738769531,796.3896484375,872.645935058594,968.924987792969,1201.34020996094,1154.96044921875,1163.86193847656
"Bahamas, The",BHS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1144.6630859375,1184.36853027344,1285.96899414063,1341.41540527344,1610.15319824219,1687.76623535156,1728.85607910156,1681.20239257813,1695.80187988281,1750.517578125,1811.93188476563,1803.94250488281,1771.50769042969,1733.60607910156,1810.11767578125,1756.14404296875
Bahrain,BHR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1363.2275390625,1445.78869628906,1298.60888671875,1221.21081542969,1199.09826660156,1330.44689941406,1331.98364257813,1598.55346679688,1527.15930175781,1436.65222167969,1714.30261230469,1908.04467773438,2041.37255859375,2333.87719726563,2294.82836914063,2265.28125
Bangladesh,BGD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,32.3652954101563,34.4698104858398,37.3931312561035,41.7602081298828,46.302978515625,51.7873573303223,53.8268623352051,57.9890747070313,64.1498107910156,70.9859237670898,75.8099060058594,78.0645294189453,83.4363174438477,88.3043746948242,88.656982421875,94.3020172119141
Barbados,BRB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,716.108459472656,848.407958984375,964.628540039063,954.656066894531,1038.0673828125,984.30810546875,1070.43884277344,1134.05749511719,1089.88037109375,1135.63586425781,1291.90979003906,1311.22741699219,1252.07373046875,1262.53161621094,1323.9287109375,1343.23168945313
Belarus,BLR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,405.766723632813,457.655670166016,524.464538574219,630.25830078125,659.294616699219,753.67138671875,789.883056640625,787.205322265625,880.519897460938,837.197448730469,933.349304199219,1040.81164550781,1019.89056396484,1115.85339355469,1072.13989257813,1129.11328125
Belgium,BEL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2524.57861328125,2833.5302734375,2948.72314453125,3011.65209960938,3164.62524414063,3312.52026367188,3574.83447265625,3867.76245117188,4015.59716796875,4199.1455078125,4368.5859375,4531.02197265625,4657.05810546875,4702.35400390625,4873.8974609375,5119.07470703125
Belize,BLZ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,268.100830078125,308.174499511719,309.543701171875,328.017120361328,338.417877197266,374.953979492188,386.309387207031,437.426208496094,444.310882568359,442.558044433594,432.861999511719,460.891235351563,474.549743652344,505.208526611328,513.399230957031,481.028198242188
Benin,BEN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,59.0873031616211,60.3931884765625,63.6665649414063,62.0097351074219,65.2884674072266,67.2082138061523,65.1333618164063,68.3703842163086,72.8582382202148,76.8778686523438,88.2700576782227,78.3789138793945,77.0844879150391,84.7158050537109,83.6520767211914,84.6509857177734
Bermuda,BMU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,136.76432800293,134.237487792969,159.202133178711,152.249404907227,175.418685913086,188.386108398438,168.720336914063,185.645278930664,201.442535400391,206.236038208008,237.070449829102,255.559844970703,254.019821166992,288.155426025391,292.723663330078,290.423706054688
Bolivia,BOL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,178.557998657227,195.001846313477,191.888687133789,212.062805175781,206.830017089844,219.994033813477,229.680053710938,264.293548583984,275.557800292969,289.615386962891,310.194763183594,352.11962890625,394.059783935547,456.943511962891,494.891906738281,491.677062988281
Bosnia and Herzegovina,BIH,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,368.336395263672,435.739013671875,536.241027832031,569.073608398438,655.495727539063,755.612182617188,854.369689941406,811.826477050781,838.657775878906,908.086791992188,965.172668457031,1025.67102050781,1055.71362304688,1088.10803222656,1139.4423828125,1172.36730957031
Botswana,BWA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,556.062072753906,562.991760253906,549.884521484375,507.235260009766,530.073913574219,647.893676757813,748.447021484375,772.600036621094,791.947265625,785.438415527344,872.778930664063,983.736450195313,921.523681640625,920.237426757813,924.118713378906,1044.29724121094
Brazil,BRA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,827.354309082031,793.371887207031,844.947814941406,879.768737792969,957.119201660156,1025.28161621094,1062.26721191406,1109.14514160156,1131.51794433594,1166.13354492188,1192.02758789063,1276.42980957031,1363.77416992188,1392.55700683594,1401.00671386719,1472.23095703125
British Virgin Islands,VGB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1944.28173828125,2056.81616210938,2047.00231933594,1828.08044433594,1656.41040039063,1712.33825683594,1635.30786132813,2040.31689453125,1797.65307617188,1536.66638183594,1546.7265625,1556.63513183594,1539.22546386719,1901.83618164063,1975.15222167969,1874.95129394531
Bulgaria,BGR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,549.139526367188,603.002380371094,631.175354003906,706.361328125,740.891967773438,785.621398925781,898.33935546875,932.709838867188,1057.44909667969,1115.25964355469,1227.33410644531,1300.36694335938,1485.73388671875,1486.77465820313,1599.07958984375,1689.68713378906
Burkina Faso,BFA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,31.0674591064453,35.1038093566895,49.1041603088379,50.0945053100586,60.8388404846191,74.234016418457,69.970817565918,76.9994430541992,82.1627349853516,77.0191040039063,80.2913436889648,101.40389251709,94.0559997558594,99.3160552978516,124.394683837891,129.064270019531
Burundi,BDI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,38.5646667480469,36.7454833984375,46.7394676208496,51.524299621582,63.9051704406738,69.8253479003906,62.9997749328613,71.2062149047852,80.2007598876953,73.7386093139648,64.4951095581055,66.9299087524414,60.3734130859375,48.4753265380859,58.9006309509277,59.188663482666
Cabo Verde,CPV,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,170.031478881836,168.137100219727,184.057952880859,198.182281494141,227.618423461914,222.305419921875,204.553268432617,218.110580444336,255.509811401367,257.962524414063,313.24267578125,327.180206298828,333.710296630859,304.403625488281,319.871704101563,357.071716308594
Cambodia,KHM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,90.82080078125,94.9015808105469,108.056373596191,120.131103515625,120.595550537109,107.714462280273,155.470947265625,177.436080932617,170.80908203125,199.497085571289,207.730087280273,218.377365112305,221.247177124023,217.71061706543,228.635314941406,238.182662963867
Cameroon,CMR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,96.3163375854492,101.521453857422,99.5093002319336,104.318290710449,107.234672546387,113.944793701172,123.708511352539,121.980865478516,129.25700378418,100.913230895996,139.855560302734,144.780700683594,153.148666381836,165.078628540039,169.39599609375,173.862335205078
Canada,CAN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2745.7373046875,2915.5390625,3073.74951171875,3277.81665039063,3544.51098632813,3710.2666015625,3849.85131835938,4137.064453125,4253.66552734375,4278.64697265625,4342.3662109375,4497.21630859375,4568.3759765625,4652.23193359375,4809.2763671875,4928.6279296875
Caribbean small states,CSS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,497.761491673218,512.910876882192,584.800147477903,597.854277171042,632.3574049193,682.542515471771,682.187843818115,759.024105016973,756.125833482955,748.248136535992,777.034570995911,821.976709888341,835.491208226195,930.093343303313,957.712682084458,985.678389811746
Cayman Islands,CYM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,28.8490200042725,29.5892105102539,29.2643718719482,34.3440971374512,34.122013092041,38.5179100036621,33.2470932006836,36.3167495727539,32.2980346679688,34.5801734924316,37.0690116882324,29.7883758544922,30.6231899261475,41.8807563781738,29.721118927002,41.9893684387207
Central Europe and the Baltics,CEB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,706.850385774235,778.971342784071,842.738162541902,900.394658061111,979.189223177954,1078.51631642917,1242.30555670137,1327.47997782674,1396.1014043889,1425.82681280645,1480.09140252514,1587.91951354356,1638.2824065322,1690.96549078149,1799.51468360621,1937.91125577526
Chad,TCD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,75.4716720581055,64.4129867553711,85.0621795654297,77.5555877685547,78.0827941894531,71.5399398803711,67.9651489257813,75.5901718139648,76.7433700561523,72.9640350341797,77.3642272949219,84.9064178466797,94.1657333374023,99.873291015625,100.532333374023,87.2985458374023
Channel Islands,CHI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,753.723327636719,797.548767089844,817.309936523438,841.690673828125,952.800354003906,1048.66479492188,1115.39282226563,1168.90368652344,1235.4521484375,1383.99816894531,1517.94262695313,1680.9375,1793.68383789063,1905.6328125,1980.84167480469,2228.55688476563
China,CHN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,152.947952270508,172.203857421875,188.06298828125,210.116195678711,229.188522338867,248.862838745117,291.992309570313,357.091918945313,384.104827880859,438.563140869141,508.164855957031,574.695861816406,634.703491210938,705.555908203125,762.9755859375,841.114929199219
Colombia,COL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,374.350189208984,403.457824707031,434.805450439453,498.434387207031,565.455627441406,627.549560546875,688.010498046875,739.46875,748.651611328125,778.454223632813,811.387817382813,919.537048339844,956.476684570313,1007.08331298828,1017.09484863281,1039.15979003906
Comoros,COM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,127.247825622559,122.395011901855,120.504699707031,123.345184326172,122.331420898438,120.530723571777,119.124687194824,117.824356079102,121.225105285645,134.017807006836,117.714881896973,120.227294921875,120.779609680176,121.92839050293,120.185363769531,123.179405212402
"Congo, Dem. Rep.",COD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,12.0203456878662,18.0082035064697,22.1388912200928,22.6058139801025,24.5048313140869,25.483922958374,30.6939430236816,28.0485572814941,24.8781452178955,22.2740039825439,24.1628303527832,27.4193363189697,33.0237503051758,34.6700553894043,37.9714622497559,37.3322334289551
"Congo, Rep.",COG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,71.0972442626953,80.1966247558594,82.4281234741211,79.2006149291992,79.7412567138672,86.804931640625,99.5296096801758,102.919876098633,102.906555175781,99.0271224975586,132.717575073242,136.592376708984,145.695297241211,202.088195800781,170.279754638672,164.826278686523
Costa Rica,CRI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,579.267333984375,615.380920410156,618.466247558594,657.107543945313,745.427856445313,823.692993164063,926.326110839844,959.876525878906,1033.15966796875,1100.9912109375,1119.30322265625,1145.27319335938,1197.00854492188,1231.36486816406,1236.96533203125,1262.16430664063
Cote d'Ivoire,CIV,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,100.862007141113,102.983421325684,119.436584472656,126.263168334961,141.028900146484,157.80485534668,162.071624755859,161.313995361328,160.844528198242,154.374664306641,169.177810668945,153.479858398438,166.461868286133,153.088516235352,167.167282104492,175.661117553711
Croatia,HRV,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,784.146179199219,860.980651855469,954.580932617188,1056.76611328125,1215.80883789063,1443.34240722656,1604.32739257813,1633.33984375,1598.63720703125,1612.71765136719,1644.48486328125,1420.10656738281,1475.16625976563,1553.76062011719,1667.58984375,1772.48168945313
Cuba,CUB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,710.139282226563,755.912902832031,747.246887207031,1067.30993652344,1287.40112304688,1834.22241210938,1962.26953125,2174.5439453125,2022.23583984375,2148.02661132813,1867.42065429688,2203.59790039063,2675.052734375,3142.44213867188,2463.0166015625,2485.81079101563
Curacao,CUW,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1330.51403808594,1375.60314941406,1411.04797363281,1520.41967773438,1653.51379394531,1781.30456542969,2122.58374023438,2221.74975585938,2112.93041992188,2216.85815429688,2139.60791015625,2103.61962890625,2047.14636230469,2151.84350585938,2295.34423828125,2430.17602539063
Czech Republic,CZE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1127.05590820313,1273.44470214844,1328.35302734375,1402.73718261719,1475.28820800781,1578.521484375,1777.90515136719,2016.29541015625,1919.07458496094,2010.95739746094,2042.60461425781,2379.50756835938,2472.17553710938,2441.990234375,2521.82177734375,2753.3837890625
Denmark,DNK,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2670.2431640625,2744.69165039063,2968.00708007813,3109.04907226563,3425.74560546875,3643.44995117188,3938.90771484375,4315.08349609375,4453.6103515625,4516.29833984375,4597.6240234375,4762.361328125,4886.55126953125,5038.36376953125,5180.0673828125,5509.99560546875
Djibouti,DJI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,89.7263107299805,103.004806518555,89.63720703125,91.1160049438477,104.603370666504,108.77677154541,106.191780090332,109.412376403809,108.004600524902,128.190032958984,131.480895996094,122.027656555176,130.643173217773,146.698760986328,130.699661254883,117.189079284668
Dominica,DMA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,357.00341796875,378.890991210938,383.391723632813,404.830444335938,435.284301757813,486.963928222656,541.010681152344,551.513000488281,556.22900390625,540.759155273438,592.884338378906,549.224609375,596.92041015625,568.430541992188,576.196533203125,656.67138671875
Dominican Republic,DOM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,349.284515380859,304.662109375,309.025268554688,349.265289306641,355.356964111328,407.057250976563,474.477722167969,512.5966796875,608.419738769531,642.055480957031,689.476684570313,711.779296875,782.408874511719,855.889099121094,929.431457519531,985.729248046875
Early-demographic dividend,EAR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,197.839956987356,209.092684969773,219.770149515461,236.56914496223,256.20285556621,274.176312514172,281.89039165347,308.140400087265,315.236658676578,328.609565216299,344.785919169488,369.985623984043,393.965140432105,421.156562813352,438.435188902635,454.556325966327
East Asia & Pacific,EAS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,315.299715982321,341.306131147581,364.013811163327,396.299250894095,426.473150903742,458.371946784655,500.474210243971,559.17977855714,596.142928762386,672.342703535623,736.689622316052,801.271724660853,852.547322987107,916.376018828098,968.417191141985,1035.7076854525
East Asia & Pacific (excluding high income),EAP,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,146.953423958815,165.906389185187,179.787066294707,202.872697996759,222.036581723829,242.590424451346,274.949443928036,324.218012840583,347.83049123764,390.477399458878,445.859201004057,498.550513544214,548.01610605657,602.075544176713,648.432994965772,706.839180210692
East Asia & Pacific (IDA & IBRD countries),TEA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,146.964631766276,165.91819306859,179.799782029105,202.884435947802,222.048661078227,242.604085750899,274.963731180818,324.22769910788,347.841717359528,390.487523147772,445.870048185305,498.561037614438,548.028102883585,602.089590398123,648.448986825326,706.852316202252
Ecuador,ECU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,283.478973388672,355.536743164063,397.898712158203,427.443145751953,461.151123046875,490.550659179688,518.729553222656,572.219482421875,652.4375,780.775939941406,892.079223632813,946.786987304688,993.112243652344,985.942016601563,937.007568359375,958.857666015625
"Egypt, Arab Rep.",EGY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,359.711181640625,352.165802001953,343.697967529297,368.748168945313,392.399200439453,389.164093017578,419.766448974609,426.080657958984,421.727844238281,450.064483642578,455.844329833984,473.748077392578,489.860107421875,575.446105957031,597.856323242188,613.808776855469
El Salvador,SLV,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,413.582214355469,408.122222900391,425.590576171875,445.864013671875,448.291168212891,449.913116455078,468.059539794922,503.724334716797,508.333770751953,530.323608398438,512.037780761719,543.828491210938,559.493835449219,578.747863769531,602.942443847656,582.735778808594
Equatorial Guinea,GNQ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,440.437622070313,533.845764160156,570.763793945313,418.743682861328,450.071533203125,526.461242675781,702.990539550781,691.414367675781,600.75341796875,533.857482910156,458.872009277344,636.779418945313,730.91357421875,857.711853027344,824.436218261719,758.934936523438
Eritrea,ERI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,75.2250518798828,79.2268753051758,76.4409942626953,77.0454711914063,76.6875915527344,60.1762809753418,51.7988090515137,59.5017204284668,47.9583625793457,62.702335357666,46.9593696594238,47.1110458374023,47.6832504272461,48.9039421081543,54.3739395141602,59.2736396789551
Estonia,EST,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,546.908630371094,635.64453125,741.412536621094,838.368774414063,917.68505859375,1102.96923828125,1302.35705566406,1340.14611816406,1365.05725097656,1426.6728515625,1513.63830566406,1649.72534179688,1769.96166992188,1866.38952636719,2009.142578125,2153.33959960938
Eswatini,SWZ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,274.911926269531,334.388244628906,377.705718994141,442.943420410156,506.663635253906,541.811584472656,611.162902832031,598.307189941406,614.031921386719,620.338256835938,607.875427246094,613.183349609375,609.783386230469,590.531616210938,578.922180175781,600.116760253906
Ethiopia,ETH,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,24.8797664642334,25.0831260681152,25.074010848999,26.7511653900146,32.3095626831055,40.3698387145996,37.9979553222656,44.0339469909668,57.5081634521484,51.9645729064941,56.9344787597656,56.0277976989746,60.7181625366211,64.5914535522461,66.8728256225586,66.6621627807617
Euro area,EMU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2467.25591145541,2563.10429160635,2655.74892267639,2779.84752229371,2998.96122097312,3142.69652186158,3366.85510320048,3543.70371183101,3629.81848148753,3754.5835067613,3828.22293826802,3968.8440383008,4074.37323964228,4171.76505910142,4333.94767749072,4545.28156598895
Europe & Central Asia,ECS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1381.74318365372,1457.5054463608,1545.53213246327,1635.06626242168,1790.19642922206,1894.79511026566,2063.89256041906,2182.22025327895,2221.02484118666,2306.72143975165,2376.63980538635,2521.02636272432,2587.8037824705,2640.01764822522,2729.99832294677,2871.06980212666
Europe & Central Asia (excluding high income),ECA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,391.354067070471,427.782789445451,458.734370626563,519.152220660226,616.390138164658,671.862032662714,777.885097483949,836.34248246941,818.268569133764,862.312674547963,927.197543049497,977.94839887421,996.809320355697,993.715651616715,1017.15610602467,1081.45412359932
Europe & Central Asia (IDA & IBRD countries),TEC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,420.98144343785,457.973509448616,494.159528344308,550.637039290944,644.015281209627,707.763592099279,823.463292499478,884.117417502159,879.984733693361,917.527134648642,980.21837013279,1035.76818203652,1056.96951861688,1063.69087281988,1098.09851895671,1173.88882660837
European Union,EUU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2081.4064934239,2174.89567023945,2273.77409480732,2383.11825604221,2574.60265296743,2712.5447458361,2927.81234714282,3088.13254940709,3171.3733719121,3297.40861405915,3371.1776460862,3509.42421411323,3607.99382719882,3699.95037640568,3850.28610426328,4054.274484096
Faroe Islands,FRO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,185.809310913086,190.525085449219,225.394760131836,233.235809326172,250.025619506836,257.30078125,244.640975952148,267.195556640625,266.539764404297,254.964736938477,271.747863769531,281.867736816406,317.059234619141,323.124450683594,315.692657470703,322.759735107422
Finland,FIN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2098.9345703125,2217.04516601563,2419.84497070313,2554.47827148438,2746.48974609375,2947.45849609375,3229.896484375,3356.87475585938,3437.2109375,3643.62475585938,3778.98852539063,3582.79541015625,3938.09155273438,4095.35375976563,4117.16455078125,4255.2236328125
Fragile and conflict affected situations,FCS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,124.812464043192,148.869218573765,160.81133325109,160.018223576691,183.718661743376,195.979834275499,190.072767406274,212.834134740686,198.508883766912,200.085411413694,197.580443761224,206.708946344185,214.145596781482,220.541748022479,189.435967878143,179.066898148566
France,FRA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2876.45971679688,2854.92236328125,2970.65063476563,3135.55590820313,3393.33520507813,3543.44384765625,3710.97973632813,3941.50512695313,4057.81909179688,4218.0107421875,4288.57421875,4547.2861328125,4655.37158203125,4688.63232421875,4842.611328125,5011.20068359375
French Polynesia,PYF,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,472.267608642578,509.755126953125,483.608917236328,433.381774902344,450.388641357422,484.241638183594,410.308166503906,554.74951171875,372.364807128906,406.510955810547,398.720245361328,486.199096679688,446.381988525391,477.839111328125,562.274291992188,499.612976074219
"Gambia, The",GMB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,46.0988082885742,54.719123840332,60.1468772888184,66.9847183227539,75.306037902832,81.2072677612305,87.7531814575195,89.1326370239258,92.4422912597656,95.2377777099609,97.5837478637695,66.8026351928711,55.5880241394043,51.732421875,48.5702247619629,55.7659721374512
Georgia,GEO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,227.249435424805,267.158264160156,295.503173828125,337.248931884766,363.252899169922,413.507629394531,496.081695556641,552.335021972656,584.125244140625,570.01806640625,626.273620605469,670.716369628906,728.33642578125,719.227600097656,799.189697265625,773.267028808594
