Country Name,Country Code,Series Name,Series Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Albania,ALB,Rule of Law: Estimate,RL.EST,-0.7621468,-0.7231404,-0.6877728,-0.7363358,-0.684769,-0.6462957,-0.5886946,-0.5004299,-0.407376,-0.4553711,-0.5203165,-0.5180176,-0.337862,-0.3282292,-0.3288673,-0.401743
Albania,ALB,Voice and Accountability: Estimate,VA.EST,-0.0081502,0.0703077,0.0072375,0.0036718,0.0758899,0.1130085,0.1749391,0.1414773,0.1238216,0.0623338,0.0220641,0.0488926,0.1437607,0.1571486,0.1709267,0.2033271
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.633234,-1.753627,-1.359521,-0.9152133,-1.126453,-1.14836,-1.093989,-1.197078,-1.259368,-1.360561,-1.325043,-1.202371,-1.190535,-1.09016,-1.097526,-0.9156688
Algeria,DZA,Control of Corruption: Estimate,CC.EST,-0.8756811,-0.6922612,-0.679478,-0.482172,-0.5213351,-0.5599289,-0.5945694,-0.5778834,-0.5248498,-0.5445848,-0.5032176,-0.4734841,-0.600029,-0.6455669,-0.6778925,-0.6017423
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-0.5975198,-0.6123729,-0.5726308,-0.4675675,-0.4726413,-0.5657254,-0.6265267,-0.5829369,-0.4795416,-0.5646155,-0.5323191,-0.5341949,-0.4775529,-0.5008814,-0.5311597,-0.5891593
Algeria,DZA,Regulatory Quality: Estimate,RQ.EST,-0.5834717,-0.5172341,-0.5441265,-0.3833986,-0.5715542,-0.622034,-0.7946138,-1.073803,-1.171034,-1.189574,-1.276868,-1.16597,-1.282962,-1.173605,-1.171879,-1.196304
Algeria,DZA,Rule of Law: Estimate,RL.EST,-0.6301586,-0.587644,-0.6209092,-0.7508321,-0.7085913,-0.7727457,-0.7414688,-0.7935362,-0.7849475,-0.8076658,-0.7722811,-0.6893736,-0.7731679,-0.8639446,-0.857401,-0.8639383
Algeria,DZA,Voice and Accountability: Estimate,VA.EST,-1.04466,-1.076718,-0.8020591,-0.715686,-0.9168755,-0.9841224,-0.9797122,-1.038431,-1.022338,-1.004121,-0.9060266,-0.8933532,-0.8151981,-0.8490652,-0.8628893,-0.9037489
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,0.7376288,0.7464869,0.7040941,0.9679514,0.9841928,0.9456341,0.9191467,0.9339902,0.9529908,0.9289858,1.080683,1.181357,1.193236,1.218604
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,..,..,0.807996,0.7969421,0.3059877,0.3136365,0.3252695,0.3524871,0.3329735,0.3177396,0.3066832,0.3099391,1.225222,1.218502,1.228779,1.840552
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,..,..,-0.1096907,0.2305025,0.2544963,0.487176,0.5056782,0.5023152,0.4928478,0.4868821,0.4859672,0.4905606,0.441491,0.4874166,0.5313401,0.5605542
American Samoa,ASM,Regulatory Quality: Estimate,RQ.EST,..,..,0.506223,0.3719929,0.3619615,0.3774178,0.3906331,0.4036857,0.3956605,0.3902979,0.3632333,0.366314,0.1808667,0.1724523,0.1366879,-0.2539806
American Samoa,ASM,Rule of Law: Estimate,RL.EST,..,..,0.8533667,1.11975,1.080184,1.105124,1.127511,1.13165,1.117741,1.098715,1.102443,1.108083,1.410083,1.34524,1.340423,1.357684
American Samoa,ASM,Voice and Accountability: Estimate,VA.EST,..,..,0.503726,0.6543325,0.5484632,0.9721289,0.9671982,0.9638122,0.9882845,1.009052,1.025672,1.004767,..,..,..,..
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.282039,1.464986,1.401487,1.384696,1.348995,1.340644,1.337765,1.296418,1.278272,1.302488,1.290351,1.283926,1.286593,1.391288,1.413419,1.421572
Andorra,AND,Control of Corruption: Estimate,CC.EST,1.349896,1.37669,1.137412,1.278153,1.259531,1.269965,1.288655,1.325579,1.308072,1.279277,1.268373,1.260798,1.225222,1.218502,1.228779,1.242228
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.423874,1.410648,1.524566,1.292862,1.543035,1.508254,1.537209,1.540096,1.518033,1.504689,1.531356,1.539397,1.718336,1.787205,1.860587,1.937282
Andorra,AND,Regulatory Quality: Estimate,RQ.EST,1.468842,1.447286,1.424216,1.360657,1.350138,1.377706,1.398468,1.408183,1.391692,1.617491,1.568978,1.567499,0.8850665,0.9129404,0.8714429,1.207127
Andorra,AND,Rule of Law: Estimate,RL.EST,1.252001,1.087207,1.210473,0.9762172,0.8659215,1.182821,1.196158,1.224501,1.204553,1.407835,1.407764,1.409044,1.641953,1.575988,1.577925,1.60133
Andorra,AND,Voice and Accountability: Estimate,VA.EST,1.437128,1.422262,1.563077,1.528182,1.329979,1.305506,1.325322,1.322938,1.324309,1.360453,1.433838,1.406642,1.165939,1.194477,1.176598,1.160519
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.577046,-1.006538,-1.062798,-0.8875439,-0.541986,-0.6660322,-0.3629115,-0.3472624,-0.2261823,-0.3692378,-0.3893225,-0.3912335,-0.333232,-0.5008978,-0.3158988,-0.3316221
Angola,AGO,Control of Corruption: Estimate,CC.EST,-1.183629,-1.320665,-1.313559,-1.296139,-1.220061,-1.289693,-1.284621,-1.404655,-1.32573,-1.344287,-1.268587,-1.3097,-1.44389,-1.394778,-1.439703,-1.412506
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-1.238857,-1.156531,-1.314578,-1.137153,-1.369493,-1.206412,-1.062213,-0.9603533,-1.117896,-1.153556,-0.9896317,-1.223171,-1.123669,-1.000103,-1.035903,-1.025313
Angola,AGO,Regulatory Quality: Estimate,RQ.EST,-1.46316,-1.212144,-1.251539,-1.257796,-1.132907,-1.02466,-1.065344,-1.031473,-1.035929,-1.097776,-0.9697781,-1.054224,-0.9884589,-0.9091855,-1.00138,-1.044177
Angola,AGO,Rule of Law: Estimate,RL.EST,-1.617329,-1.52141,-1.496279,-1.427661,-1.300314,-1.365904,-1.366982,-1.230835,-1.265287,-1.265381,-1.269548,-1.267904,-1.118136,-1.081932,-1.08732,-1.10426
Angola,AGO,Voice and Accountability: Estimate,VA.EST,-1.238779,-1.272615,-1.28548,-1.234719,-1.252088,-1.185314,-1.119347,-1.126125,-1.120539,-1.125478,-1.076247,-1.113843,-1.145494,-1.177248,-1.1396,-1.096926
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,0.7888739,1.193962,1.107798,1.086767,1.116136,0.8700855,1.373762,1.550928,1.47692,1.53398,1.164255,1.249272,1.315344,1.389161
Anguilla,AIA,Control of Corruption: Estimate,CC.EST,..,..,0.8550555,1.278153,1.259531,1.269965,1.288655,1.325579,1.308072,1.279277,1.268373,1.260798,1.225222,1.218502,1.228779,1.242228
Anguilla,AIA,Government Effectiveness: Estimate,GE.EST,..,..,1.07886,1.558452,1.543035,1.508254,1.537209,1.540096,1.518033,1.504689,1.531356,1.539397,0.952229,1.007332,1.328888,0.8358998
Anguilla,AIA,Regulatory Quality: Estimate,RQ.EST,..,..,0.9169039,1.113491,1.350138,1.377706,1.398468,1.408183,1.391692,1.372053,1.327829,1.327262,0.8850665,0.9129404,0.8714429,0.8418499
Anguilla,AIA,Rule of Law: Estimate,RL.EST,..,..,1.159125,1.644845,1.599525,1.636583,1.670906,1.400128,1.382129,1.360597,1.364446,1.367896,0.0188626,-0.0392533,-0.0845851,-0.1041955
Anguilla,AIA,Voice and Accountability: Estimate,VA.EST,..,..,0.8544181,0.9037812,1.017273,0.9721289,0.9671982,0.9638122,0.9882845,1.009052,1.025672,1.004767,..,..,..,..
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.792757,0.8655943,1.08571,0.8303484,0.7995317,0.8022588,0.8139328,0.7213244,0.9049994,0.9575883,0.9757881,0.9588634,0.9845507,1.004725,0.8786072,0.7478715
Antigua and Barbuda,ATG,Control of Corruption: Estimate,CC.EST,0.8801265,0.8889436,0.8566598,0.7499956,1.127545,1.154757,1.288655,1.325579,1.308072,1.279277,1.268373,1.260798,0.6399029,0.6896325,0.6937485,0.2420847
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,GE.EST,0.6143455,0.6333275,0.5590521,0.453247,0.416459,0.4052124,0.5056782,0.5023152,0.4928478,0.4868821,0.4859672,0.4905606,-0.0692469,0.227459,0.2654906,0.009863
Antigua and Barbuda,ATG,Regulatory Quality: Estimate,RQ.EST,0.7359084,0.7157142,0.5910869,0.587315,0.5481927,0.5313625,0.6425917,0.6548098,0.6446683,0.6357366,0.6043823,0.6065512,0.5329666,0.3740782,0.3414612,0.2512497
Antigua and Barbuda,ATG,Rule of Law: Estimate,RL.EST,1.061046,1.068989,0.9226655,0.6685986,0.9316705,0.9067558,0.946843,0.9790636,0.9592275,0.9494721,0.9515464,0.8378081,-0.1772038,0.5898856,0.5088418,0.4432826
Antigua and Barbuda,ATG,Voice and Accountability: Estimate,VA.EST,0.3366376,0.3174837,0.5730308,0.5331801,0.6313121,0.543636,0.5739086,0.5894281,0.495849,0.5111747,0.640057,0.6189557,0.5587108,0.5949928,0.6336627,0.6078389
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.7794154,-0.3589412,-0.6099557,-0.0417681,0.0030557,0.0988585,-0.0852222,-0.2324056,-0.0847979,0.1589937,0.1030405,0.0653143,-0.0051219,0.0147854,0.2046255,0.1694364
Argentina,ARG,Control of Corruption: Estimate,CC.EST,-0.4682112,-0.4783363,-0.4249913,-0.3881924,-0.3412537,-0.3402916,-0.4355765,-0.4449961,-0.3614692,-0.3661579,-0.4431399,-0.432282,-0.5416201,-0.5470577,-0.2840413,-0.2559502
Argentina,ARG,Government Effectiveness: Estimate,GE.EST,-0.2803573,-0.0474383,-0.0575691,-0.1242145,-0.0455042,-0.0159589,-0.1468119,-0.3182648,-0.16279,-0.1200561,-0.2385752,-0.2775489,-0.1591353,-0.0750081,0.1621292,0.149542
Argentina,ARG,Regulatory Quality: Estimate,RQ.EST,-0.9190252,-0.7089257,-0.7137598,-0.5483672,-0.6406317,-0.6682156,-0.7375205,-0.8450356,-0.7623686,-0.7222099,-0.9292172,-0.957261,-1.074257,-0.9114419,-0.4696253,-0.2911722
Argentina,ARG,Rule of Law: Estimate,RL.EST,-0.7579951,-0.7735142,-0.8073725,-0.5546548,-0.568944,-0.5916041,-0.6766081,-0.6754778,-0.590509,-0.5608934,-0.6796814,-0.7076761,-0.8860345,-0.770812,-0.3936059,-0.2456109
Argentina,ARG,Voice and Accountability: Estimate,VA.EST,0.2600628,0.3491253,0.3620409,0.2692317,0.4034365,0.4486213,0.3588959,0.2800475,0.3616894,0.3449418,0.2952099,0.2769879,0.3453205,0.4117875,0.4933509,0.5279635
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.2574752,0.2371981,-0.1168629,-0.067535,-0.2627405,0.150446,-0.0093653,0.2277748,0.0718553,-0.063869,0.154795,0.1103851,-0.2971358,-0.2523326,-0.6622638,-0.6206948
Armenia,ARM,Control of Corruption: Estimate,CC.EST,-0.7465239,-0.5700286,-0.6104831,-0.6741413,-0.6708225,-0.7423844,-0.7080976,-0.6197577,-0.6963042,-0.656885,-0.5877874,-0.5319471,-0.5239985,-0.5338237,-0.5719545,-0.5604638
Armenia,ARM,Government Effectiveness: Estimate,GE.EST,-0.0914017,-0.1563007,-0.0922412,-0.139913,-0.2545792,-0.3758438,-0.1726939,-0.0297348,-0.1838435,-0.1289589,-0.0422713,0.0690115,-0.1980509,-0.1608088,-0.1581753,-0.1043894
Armenia,ARM,Regulatory Quality: Estimate,RQ.EST,0.0394886,0.2097894,0.1291029,0.0834767,0.2846058,0.271804,0.3378677,0.2962559,0.3094823,0.2732067,0.349337,0.252607,0.2134245,0.2418069,0.2500556,0.2804864
Armenia,ARM,Rule of Law: Estimate,RL.EST,-0.423272,-0.3025564,-0.4226077,-0.4002492,-0.5464354,-0.4983765,-0.3405266,-0.475852,-0.4886399,-0.4409667,-0.4179131,-0.3442122,-0.3659055,-0.387853,-0.1191296,-0.1555746
Armenia,ARM,Voice and Accountability: Estimate,VA.EST,-0.4444211,-0.4674062,-0.5721655,-0.5913633,-0.7422228,-0.7593779,-0.8576297,-0.8764755,-0.847555,-0.6907798,-0.5704914,-0.5880308,-0.5620829,-0.5362936,-0.5792814,-0.5607514
Aruba,ABW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,0.9938546,1.379847,1.305753,1.287163,1.319141,1.122499,1.100847,1.285738,1.263882,1.312226,1.164568,1.230921,1.284199,1.334757
Aruba,ABW,Control of Corruption: Estimate,CC.EST,..,..,1.184472,1.278153,1.259531,1.269965,1.288655,1.116361,1.127209,1.109981,1.10298,1.126605,1.018918,1.297111,1.285848,1.291658
Aruba,ABW,Government Effectiveness: Estimate,GE.EST,..,..,1.301713,1.292862,1.285327,1.252985,1.279326,1.500568,1.251719,1.242131,1.254732,1.227074,0.8916514,0.8835687,0.8932294,0.9177416
Aruba,ABW,Regulatory Quality: Estimate,RQ.EST,..,..,0.7719577,0.8663251,0.85605,0.877562,0.8945503,1.291655,1.347078,1.32283,1.408916,1.429111,1.250432,1.371496,1.347553,1.191759
Aruba,ABW,Rule of Law: Estimate,RL.EST,..,..,0.9298062,0.8572026,0.820513,0.8393938,0.8558134,1.433195,1.422983,1.330821,1.316215,1.299766,1.038312,1.261027,1.261745,1.330984
Aruba,ABW,Voice and Accountability: Estimate,VA.EST,..,..,0.7375207,1.15323,1.017273,0.9721289,0.9671982,1.252344,1.281884,1.273588,1.28465,1.278059,1.276822,1.273942,1.279368,1.29432
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.192911,0.8788021,0.9365029,0.8935112,0.9351878,0.9287898,0.9556448,0.855689,0.8888599,0.9357101,0.9979972,1.031073,1.032192,0.8849798,1.047958,0.8900895
Australia,AUS,Control of Corruption: Estimate,CC.EST,1.809628,1.949854,2.028761,1.952358,1.960568,2.010918,2.042482,2.051661,2.031455,2.044637,1.985774,1.785322,1.853449,1.882113,1.816115,1.79507
Australia,AUS,Government Effectiveness: Estimate,GE.EST,1.718943,1.837643,2.006778,1.751213,1.711956,1.825559,1.79397,1.705787,1.768756,1.69595,1.62144,1.639869,1.607115,1.564534,1.568509,1.535514
Australia,AUS,Regulatory Quality: Estimate,RQ.EST,1.467519,1.607837,1.721607,1.600643,1.623903,1.683095,1.765919,1.819984,1.698415,1.858609,1.786468,1.800868,1.863708,1.788684,1.896966,1.930234
Australia,AUS,Rule of Law: Estimate,RL.EST,1.79999,1.882049,1.815572,1.724451,1.77004,1.761237,1.770851,1.740398,1.764966,1.74258,1.766946,1.778639,1.923105,1.825212,1.755521,1.681837
Australia,AUS,Voice and Accountability: Estimate,VA.EST,1.407233,1.442128,1.501542,1.507056,1.382795,1.3692,1.368076,1.383792,1.419766,1.453721,1.49919,1.436414,1.361716,1.355591,1.353702,1.3857
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.362206,0.9633993,1.090582,1.105386,1.075933,1.283752,1.339206,1.190602,1.152648,1.193522,1.340567,1.364101,1.2707,1.143079,0.9096388,1.046604
Austria,AUT,Control of Corruption: Estimate,CC.EST,1.966434,2.019736,2.049625,1.92206,1.914531,2.013397,1.843035,1.703025,1.585462,1.431896,1.389731,1.550795,1.474735,1.519276,1.548537,1.526029
Austria,AUT,Government Effectiveness: Estimate,GE.EST,1.942698,1.995846,1.865303,1.684595,1.831036,1.870187,1.78084,1.66658,1.841763,1.617761,1.575873,1.588477,1.572586,1.479127,1.511905,1.461261
Austria,AUT,Regulatory Quality: Estimate,RQ.EST,1.58584,1.569717,1.524203,1.606079,1.644535,1.690031,1.606344,1.452587,1.452815,1.382634,1.524189,1.490679,1.48773,1.403266,1.440436,1.437395
Austria,AUT,Rule of Law: Estimate,RL.EST,1.891656,1.887247,1.836986,1.859191,1.913557,1.960128,1.922995,1.78489,1.8003,1.801555,1.858179,1.851382,1.952464,1.855247,1.814967,1.812473
Austria,AUT,Voice and Accountability: Estimate,VA.EST,1.307497,1.343882,1.475651,1.378657,1.372685,1.369262,1.358464,1.392846,1.430291,1.402444,1.448773,1.456567,1.391321,1.383533,1.337481,1.342785
Azerbaijan,AZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.193173,-0.9486656,-1.061107,-1.127512,-1.094162,-0.6255671,-0.3334748,-0.2759402,-0.2385469,-0.532136,-0.7157518,-0.4128599,-0.5599095,-0.7295656,-0.8038791,-0.7478203
Azerbaijan,AZE,Control of Corruption: Estimate,CC.EST,-1.179272,-1.007087,-1.163042,-1.04491,-1.089759,-1.122895,-1.148548,-1.188454,-1.243802,-1.178858,-1.126894,-0.9667774,-1.018747,-0.9299806,-0.8385039,-0.8853575
Azerbaijan,AZE,Government Effectiveness: Estimate,GE.EST,-0.9290094,-0.7668569,-0.7424284,-0.7294372,-0.6535253,-0.7891765,-0.7735335,-0.6581194,-0.8069344,-0.7651483,-0.7826402,-0.4750386,-0.3638154,-0.2573686,-0.1656132,-0.1682509
Azerbaijan,AZE,Regulatory Quality: Estimate,RQ.EST,-0.7069774,-0.5656479,-0.5902202,-0.5777211,-0.5232428,-0.4590306,-0.354921,-0.3080575,-0.3723761,-0.3719663,-0.4555908,-0.4083123,-0.2771416,-0.2547193,-0.2820228,-0.2456636
Azerbaijan,AZE,Rule of Law: Estimate,RL.EST,-0.908657,-0.8365198,-0.8747746,-0.7917499,-0.8850427,-0.87931,-0.8324519,-0.8799943,-0.893052,-0.8937066,-0.8345112,-0.7238573,-0.6722394,-0.6736943,-0.5198614,-0.5556712
Azerbaijan,AZE,Voice and Accountability: Estimate,VA.EST,-0.9812882,-1.044705,-1.056702,-1.124164,-1.279161,-1.233397,-1.325132,-1.259756,-1.304588,-1.301848,-1.299482,-1.402769,-1.479178,-1.552387,-1.561036,-1.562905
"Bahamas, The",BHS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.9565003,0.8269992,0.8910711,0.9386368,0.8106488,0.7300045,0.7748387,0.8605515,0.9936922,1.103621,1.184026,1.134825,0.9564701,0.9074765,0.9754187,0.9893678
"Bahamas, The",BHS,Control of Corruption: Estimate,CC.EST,1.45681,1.453112,1.430822,1.337382,1.35162,1.336277,1.342183,1.367955,1.354776,1.353807,1.323943,1.341892,1.313177,1.135789,1.108054,1.173832
"Bahamas, The",BHS,Government Effectiveness: Estimate,GE.EST,1.309838,1.282935,1.221895,1.210941,1.169823,1.108991,1.149585,1.008501,1.075746,0.9800856,0.9895768,0.872555,0.7289602,0.7127459,0.7195333,0.5770623
"Bahamas, The",BHS,Regulatory Quality: Estimate,RQ.EST,1.342486,1.186557,1.133929,1.106881,1.051078,1.028625,1.052687,0.8027678,0.5507844,0.5280252,0.3950239,0.1900627,0.1719736,0.1661729,0.2575893,0.1213075
"Bahamas, The",BHS,Rule of Law: Estimate,RL.EST,1.430701,1.453665,1.399562,1.377809,1.086698,1.266324,1.195434,0.7967279,0.7224865,0.617183,0.6197219,0.6379098,0.6654289,0.5971192,0.2603121,0.1893446
"Bahamas, The",BHS,Voice and Accountability: Estimate,VA.EST,1.188937,1.032272,0.9845395,0.9425191,1.020234,1.098432,1.121914,1.007146,0.9882097,0.9601085,0.9345739,0.9244487,1.047354,0.9514745,0.8521555,0.8486738
Bahrain,BHR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.2841461,0.483239,0.3126653,0.0116022,-0.3664373,-0.2471969,-0.2374032,-0.1364494,-0.4934764,-0.9508419,-1.129955,-1.335418,-0.9074749,-1.07354,-0.7934257,-0.9614251
Bahrain,BHR,Control of Corruption: Estimate,CC.EST,0.8205786,0.3998932,0.4514511,0.3900585,0.1940299,0.1807736,0.18894,0.1851566,0.183213,0.2173178,0.3738421,0.4330941,0.2788305,0.1388495,-0.0158624,-0.1409623
Bahrain,BHR,Government Effectiveness: Estimate,GE.EST,0.5528279,0.4817965,0.546102,0.3969875,0.3956852,0.4089861,0.3868127,0.4806274,0.456938,0.5206671,0.5497593,0.588787,0.5650396,0.5598009,0.3278428,0.1939208
Bahrain,BHR,Regulatory Quality: Estimate,RQ.EST,0.9075058,0.6542107,0.7115225,0.6620233,0.6833447,0.7653286,0.7110434,0.6942499,0.7138977,0.7209967,0.6894466,0.6073823,0.7084731,0.8196669,0.6082391,0.4145159
Bahrain,BHR,Rule of Law: Estimate,RL.EST,0.5676903,0.6202008,0.7094293,0.6062749,0.3795384,0.5328299,0.5328768,0.5172865,0.4355193,0.352287,0.258339,0.3310837,0.4137195,0.4250485,0.4563805,0.4467034
Bahrain,BHR,Voice and Accountability: Estimate,VA.EST,-0.5711637,-0.5907056,-0.5615494,-0.7431749,-0.9039665,-0.8565266,-0.8689175,-0.7910007,-0.9659101,-1.217317,-1.318025,-1.317464,-1.311063,-1.313066,-1.372085,-1.386648
Bangladesh,BGD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.033551,-1.115403,-1.36126,-1.863764,-1.505493,-1.540048,-1.505937,-1.544713,-1.425789,-1.404737,-1.379089,-1.627859,-0.8955632,-1.212018,-1.261937,-1.255888
Bangladesh,BGD,Control of Corruption: Estimate,CC.EST,-1.361227,-1.442822,-1.496538,-1.387597,-1.434258,-1.056078,-1.034565,-1.06978,-1.057121,-1.087314,-0.8498433,-0.8870706,-0.8869383,-0.8083352,-0.8570897,-0.8317419
Bangladesh,BGD,Government Effectiveness: Estimate,GE.EST,-0.6887409,-0.7254452,-0.8191851,-0.9113003,-0.8245271,-0.7045036,-0.7324244,-0.7912479,-0.7356325,-0.755215,-0.8041654,-0.7938247,-0.7657504,-0.7236189,-0.678659,-0.7334504
Bangladesh,BGD,Regulatory Quality: Estimate,RQ.EST,-0.9786172,-0.916686,-1.126801,-1.072006,-1.001249,-0.9456931,-0.9163275,-0.8645244,-0.8470868,-0.8115228,-0.951405,-0.9147804,-0.9375781,-0.8990583,-0.7966801,-0.8072466
Bangladesh,BGD,Rule of Law: Estimate,RL.EST,-0.9030272,-1.047653,-1.01997,-0.9789066,-0.9039655,-0.8267857,-0.7501396,-0.7855526,-0.8029345,-0.7324304,-0.9293042,-0.8668169,-0.7776653,-0.75128,-0.6634919,-0.6712165
Bangladesh,BGD,Voice and Accountability: Estimate,VA.EST,-0.4322205,-0.5518068,-0.6721458,-0.5699692,-0.4512365,-0.5734999,-0.442117,-0.2890779,-0.2680953,-0.3150689,-0.4019407,-0.4053864,-0.4739298,-0.5120469,-0.5838786,-0.6149504
Barbados,BRB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.097169,0.9188888,1.095373,1.115677,0.9146429,1.04432,1.070772,1.048899,1.060637,1.24613,1.185966,1.266929,1.27792,1.135361,0.9766099,0.9666142
Barbados,BRB,Control of Corruption: Estimate,CC.EST,1.527845,1.544669,1.428756,1.419329,1.334153,1.410959,1.370844,1.384172,1.48343,1.724581,1.656359,1.619429,1.138043,1.490528,1.257364,1.421125
Barbados,BRB,Government Effectiveness: Estimate,GE.EST,1.423874,1.410648,1.205475,1.29583,1.449119,1.327273,1.572235,1.484389,1.411678,1.470894,1.462176,1.357322,1.204714,1.025177,1.082172,0.8423941
Barbados,BRB,Regulatory Quality: Estimate,RQ.EST,1.125082,1.15479,1.088803,1.155897,1.00106,1.080872,0.8809694,0.5863398,0.5074166,0.6473415,0.4534954,0.4570413,0.3385934,0.5658875,0.4810649,0.4926966
Barbados,BRB,Rule of Law: Estimate,RL.EST,1.524477,1.555118,1.441817,1.345576,1.236725,1.328913,1.308763,1.01432,1.08103,1.081796,1.031676,1.046183,1.082493,1.095215,0.7951232,0.6575195
Barbados,BRB,Voice and Accountability: Estimate,VA.EST,1.231309,1.155708,1.104969,0.9491987,1.037203,1.029951,0.9469112,1.127872,1.136577,1.114059,1.132979,1.137358,1.145062,1.096536,1.085793,1.112493
Belarus,BLR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.3022705,0.6932269,0.1612502,0.3573089,0.1468077,0.3405411,0.5184895,0.4887801,-0.0949901,-0.087769,0.0686152,0.0059592,0.1797822,0.1100165,0.1422815,-0.0535106
Belarus,BLR,Control of Corruption: Estimate,CC.EST,-0.7032999,-0.5923605,-0.8002411,-0.7539873,-0.6202697,-0.6594017,-0.6288756,-0.628215,-0.6940987,-0.679451,-0.5174967,-0.4712293,-0.3049268,-0.3350453,-0.2570701,-0.2575819
